Funder,Donation Amount,Year,"Type of Donations: (gift, sponsored projects...)",Columbia school,Columbia Affiliates,Which Specific Columbia Program?,Source,Specific Study DOI,Notes,Author Full Names,Article Title,Source Title,Affiliations,Funding Text,ISSN
"Atmospheric Radiation Measurement (ARM) Program; U.S. Department of Energy, Office of Science, Office of Biological and Environmental Research, Environmental Sciences Division(United States Department of Energy (DOE)); National Science Foundation(National Science Foundation (NSF)); The Pacific Northwest National Laboratory(United States Department of Energy (DOE)); Battelle Memorial Institute, Pacific Northwest Division; U.S. Department of Energy (DOE)(United States Department of Energy (DOE)); Atmospheric Radiation Measurement (ARM)",,2009,,,,,0,10.1029/2008JD010521,,"Miller, R. L.; Slingo, A.; Barnard, J. C.; Kassianov, E.",Seasonal contrast in the surface energy balance of the Sahel,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,National Aeronautics & Space Administration (NASA); NASA Goddard Space Flight Center; Goddard Institute for Space Studies; United States Department of Energy (DOE); Pacific Northwest National Laboratory; Columbia University; University of Reading,"Data were obtained from the Atmospheric Radiation Measurement (ARM) Program sponsored by the U.S. Department of Energy, Office of Science, Office of Biological and Environmental Research, Environmental Sciences Division. The article was improved by the comments of three anonymous reviewers. We also thank Nazim Bharmal, Chris Bishop, Brian Cairns, Anthony Del Genio, Hamidou Hama, Kenneth Kehoe, Randall Koster, Peter Lamb, Issa Lele, Sally McFarlane, Mark Miller, Sharon Nicholson, Randy Peppler, Michael Puma, Chris Taylor, Dave Turner, Peng Xian, and Wenze Yang for their comments and advice. In addition, we thank Didier Tanre for aerosol retrievals from the AERONET site at Banizoumbou, Niger, and the Boston University Group for their MODIS vegetation products. This work was supported by the Climate Dynamics Program of the National Science Foundation through ATM-06-20066. A. S. was supported by the United Kingdom Natural Environment Research Council. The Pacific Northwest National Laboratory is operated by Battelle Memorial Institute, Pacific Northwest Division, for the U.S. Department of Energy (DOE). This research was supported in part by the DOE office of Biological and Environmental Research through the Atmospheric Radiation Measurement (ARM) program under contract DE-AC05-76RL01830 to the Pacific Northwest National Laboratory. This article is dedicated to the memory of Christopher Bishop and Anthony Slingo.",2169-897X
"NSF(National Science Foundation (NSF)); Program of Interdisciplinary Mathematics, Ecology and Statistics (PRIMES) NSF IGERT Grant; Ministry of Science and Technology of Taiwan, ROC; NSF East Asia and Pacific Summer Institute(National Science Foundation (NSF)); National Park Service",,2016,,,,,0,10.1016/j.jeconom.2016.05.013,,"Davis, Richard A.; Hancock, Stacey A.; Yao, Yi-Ching",On consistency of minimum description length model selection for piecewise autoregressions,JOURNAL OF ECONOMETRICS,Columbia University; University of California System; University of California Irvine; Academia Sinica - Taiwan,"The first author's research was supported in part by NSF Grant DMS-1107031. The second author's research was supported in part by the Program of Interdisciplinary Mathematics, Ecology and Statistics (PRIMES) NSF IGERT Grant DGE 0221595, administered by Colorado State University, the NSF East Asia, and Pacific Summer Institute and the National Park Service. The third author's research was supported in part by the Ministry of Science and Technology of Taiwan, ROC Grant NSC-98-2118-M-001-013.",0304-4076
Directorate for Geosciences(National Science Foundation (NSF)NSF - Directorate for Geosciences (GEO)); Pacific Antarctic Circumpolar Current (DYNAPACC),,2024,,,,,0,10.5194/gchron-6-125-2024,,"Middleton, Jennifer L.; Gottschalk, Julia; Winckler, Gisela; Hanley, Jean; Knudson, Carol; Farmer, Jesse R.; Lamy, Frank; Lisiecki, Lorraine E.",Evaluating manual versus automated benthic foraminiferal δ18O alignment techniques for developing chronostratigraphies in marine sediment records,GEOCHRONOLOGY,"Columbia University; University of Kiel; Columbia University; University of Massachusetts System; University of Massachusetts Boston; Helmholtz Association; Alfred Wegener Institute, Helmholtz Centre for Polar & Marine Research; University of California System; University of California Santa Barbara","We are grateful to the captain, crew, and scientific party of the R/V JOIDES Resolution for their support during International Ocean Discovery Program (IODP) Expedition 383 Dynamics of the Pacific Antarctic Circumpolar Current (DYNAPACC). We thank Wei Huang and Braddock Linsley for technical assistance with oxygen isotope analyses and The Lamones for insightful discussions. We acknowledge the IODP US Science Support Program for supplemental funding of post-expedition activities via post-expedition activity awards to Gisela Winckler, Jennifer L. Middleton, Julia Gottschalk, and Jesse R. Farmer. We additionally thank two anonymous reviewers for their constructive feedback.",
Linus Pauling Distinguished Postdoctoral Fellowship at the Pacific Northwest National Laboratory; US Department of Energy Office of Science(United States Department of Energy (DOE)); US National Science Foundation(National Science Foundation (NSF)),,2020,,,,,0,10.1038/s41612-020-00143-w,,"Singh, Hansi A.; Polvani, Lorenzo M.",Low Antarctic continental climate sensitivity due to high ice sheet orography,NPJ CLIMATE AND ATMOSPHERIC SCIENCE,University of Victoria; Columbia University; Columbia University,"H.A.S. acknowledges funding and computing support from the Linus Pauling Distinguished Postdoctoral Fellowship at the Pacific Northwest National Laboratory, sponsored by the US Department of Energy Office of Science. L.M.P. is funded, in part, by a grant from the US National Science Foundation (OPP-1745029) to Columbia University.",2397-3722
Bill and Melinda Gates Foundation(Bill & Melinda Gates Foundation); World Health Organization Philippines Country Office; Asia Pacific Malaria Elimination Network through the Australian Agency for International Development (AusAID),,2013,,,,,0,10.1371/journal.pone.0073352,,"Liu, Jenny X.; Newby, Gretchen; Brackery, Aprielle; Gueye, Cara Smith; Candari, Christine J.; Escubil, Luz R.; Vestergaard, Lasse S.; Baquilod, Mario",Determinants of Malaria Program Expenditures during Elimination: Case Study Evidence from Select Provinces in the Philippines,PLOS ONE,University of California System; University of California San Francisco; Columbia University; Philippine Department Health; World Health Organization; WHO Western Pacific Regional Office,"This study was supported by grants from the Bill and Melinda Gates Foundation, the World Health Organization Philippines Country Office, and the Asia Pacific Malaria Elimination Network through a grant from the Australian Agency for International Development (AusAID). Technical assistance and in-kind contributions were provided by the Philippines Department of Health. Lasse S. Vestergaard is a staff member of the World Health Organization. The author alone is responsible for the views expressed in this publication and they do not necessarily represent the decisions or policies of the World Health Organization. Mario Bauquilod and Christine J. Candari are staff members of the Philippines Department of Health. Their views expressed in this publication do not necessarily represent the views of the Government of the Philippines. No individuals from the Bill and Melinda Gates Foundation and the Asia Pacific Malaria Elimination Network had any role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",1932-6203
San Diego Foundation; National Institutes of Health(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA); Pacific Southwest Regional Center of Excellence(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Allergy & Infectious Diseases (NIAID)); Southeast Regional Center of Excellence for Emerging Infections and Biodefense(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Allergy & Infectious Diseases (NIAID)),,2011,,,,,0,10.1371/journal.ppat.1001297,,"Perry, Stuart T.; Buck, Michael D.; Lada, Steven M.; Schindler, Christian; Shresta, Sujan",STAT2 Mediates Innate Immunity to Dengue Virus in the Absence of STAT1 via the Type I Interferon Receptor,PLOS PATHOGENS,La Jolla Institute for Immunology; Columbia University,"This work was supported by the San Diego Foundation (Blasker Science & Technology grant C-2008-00268 to SS), the National Institutes of Health (grant UO1 AI082185 to SS), Pacific Southwest Regional Center of Excellence (grant U54 AI065359 to A. G. Barbour), and the Southeast Regional Center of Excellence for Emerging Infections and Biodefense (grant U54 AI057157 to P. F. Sparling). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",1553-7366
"Constantine S. Niarchos Fellowship in Marine Conservation; Flora Family Foundation; North Pacific Research Board; National Science Foundation, Office of Polar Programs(National Science Foundation (NSF)NSF - Directorate for Geosciences (GEO)); Directorate For Geosciences; Office of Polar Programs (OPP)(National Science Foundation (NSF)NSF - Directorate for Geosciences (GEO))",,2020,,,,,0,10.1111/mms.12658,,"Chou, Emily; Antunes, Ricardo; Sardelis, Stephanie; Stafford, Kathleen M.; West, Leigh; Spagnoli, Christopher; Southall, Brandon L.; Robards, Martin; Rosenbaum, Howard C.",Seasonal variation in Arctic marine mammal acoustic detection in the northern Bering Sea,MARINE MAMMAL SCIENCE,Wildlife Conservation Society; Columbia University; University of Washington; University of Washington Seattle; Wildlife Conservation Society; Wildlife Conservation Society,"Constantine S. Niarchos Fellowship in Marine Conservation; Flora Family Foundation; North Pacific Research Board, Grant/Award Number: 1511; National Science Foundation, Office of Polar Programs, Grant/Award Number: 1107106",0824-0469
United States National Institutes of HealthFogarty International Center through the Northern Pacific Global Health Research Fellows Training Consortium,,2016,,,,,0,10.1016/j.burns.2015.10.002,,"Stewart, Barclay T.; Lafta, Riyadh; Al Shatari, Sahar A. Esa; Cherewick, Megan; Burnham, Gilbert; Hagopian, Amy; Galway, Lindsay P.; Kushner, Adam L.",Burns in Baghdad from 2003 to 2014: Results of a randomized household cluster survey,BURNS,University of Washington; University of Washington Seattle; University of Washington; University of Washington Seattle; Ministry of Health Iraq; Johns Hopkins University; Johns Hopkins Bloomberg School of Public Health; Johns Hopkins University; Johns Hopkins Bloomberg School of Public Health; University of Washington; University of Washington Seattle; Simon Fraser University; Columbia University; Kwame Nkrumah University Science & Technology; Stellenbosch University,"We thank the dedicated supervisors and enumerators who for their contribution to understanding injury in Baghdad and helping to plan a response. Funding for logistics in Baghdad was provided by the United States based non-governmental organization, Surgeons OverSeas. Data analysis and manuscript preparation was done with support from the United States National Institutes of HealthFogarty International Center through the Northern Pacific Global Health Research Fellows Training Consortium under grant R25TW009345. The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institutes of Health.",0305-4179
"Department of Veterans Affairs, Veterans Health Administration, Health Services Research and Development Service(US Department of Veterans Affairs); VA Desert Pacific MIRECC; VA Capitol Network MIRECC",,2013,,,,,0,10.1176/appi.ps.201200176,,"Cohen, Amy N.; Drapalski, Amy L.; Glynn, Shirley M.; Medoff, Deborah; Fang, Li Juan; Dixon, Lisa B.",Preferences for Family Involvement in Care Among Consumers With Serious Mental Illness,PSYCHIATRIC SERVICES,University of California System; University of California Los Angeles; University System of Maryland; University of Maryland Baltimore; New York State Psychiatry Institute; Columbia University,"The work was supported by grant IIR 04-255 from the Department of Veterans Affairs, Veterans Health Administration, Health Services Research and Development Service; by the VA Desert Pacific MIRECC; and by the VA Capitol Network MIRECC. The views expressed in this article are those of the authors and do not necessarily represent the views of the affiliated institutions.",1075-2730
National Science Foundation(National Science Foundation (NSF)); South Carolina Smart State Center for Strategic Approaches to the Generation of Electricity (SAGE); Texas Advanced Computing Center (TACC); U.S. Department of Energy facilities located at the National Energy Research Scientific Computing Center (NERSC)(United States Department of Energy (DOE)); Pacific Northwest National Laboratory(United States Department of Energy (DOE)),,2022,,,,,0,10.1021/acscatal.2c00261,,"You, Kyung-Eun; Ammal, Salai C.; Lin, Zhexi; Heyden, Andreas","Understanding Selective Hydrodeoxygenation of 1,2-and 1,3-Propanediols on Cu/Mo2C via Multiscale Modeling",ACS CATALYSIS,University of South Carolina System; University of South Carolina Columbia; Columbia University,"This work was sponsored by the National Science Foundation under grant nos. CHE-1565964 and CHE-1566104. In addition, this work was partially supported by the South Carolina Smart State Center for Strategic Approaches to the Generation of Electricity (SAGE). Computational resources provided by XSEDE facilities located at San Diego Supercomputer Center (SDSC) and Texas Advanced Computing Center (TACC) under grant no. TG-CTS090100, U.S. Department of Energy facilities located at the National Energy Research Scientific Computing Center (NERSC) under contract no. DE-AC02-05CH11231, and Pacific Northwest National Laboratory (Ringgold ID 130367, grant proposal 51711) and the High-Performance Computing clusters located at University of South Carolina are gratefully acknowledged.",2155-5435
